rows,cols,ratio,r_row,r_cell,variant,family,rmse,max_abs_error,max_rel_error,mean_rel_error,backend,elapsed_s
32,32,0.0005,5.0,10000.0,bl_star,full,0.0003469744725061162,0.0004714116573759546,0.21045163275712264,0.14198194050801213,dense,0.17722369999682996
32,32,0.0005,5.0,10000.0,combined_full,full,1.8282208081562938e-05,1.8282208081562938e-05,0.008161700036412029,0.008161700036412029,dense,0.5218003999907523
32,32,0.0007,7.0,10000.0,baseline,none,0.0007173373698894508,0.000845431963590944,0.37742498374595723,0.31524618655441705,dense,0.15592190000461414
32,32,0.0007,7.0,10000.0,wl_partial_2,partial,0.000433442077464241,0.0004339568121797383,0.1937307197230975,0.1935007908320026,dense,0.30336459999671206
32,32,0.0007,7.0,10000.0,wl_partial_4,partial,0.00043653007174772085,0.00043909240807948283,0.1960233964640549,0.1948766613927284,dense,0.22041099998750724
32,32,0.0007,7.0,10000.0,wl_full_nonideal_lo,partial,0.0004331296279195053,0.00043313284803812597,0.19336287858844914,0.1933614408697984,dense,1.0444337999942945
32,32,0.0007,7.0,10000.0,wl_full_nonideal_hi,partial,0.00043394087487366544,0.00043395696064165226,0.19373078600073768,0.19372360072349545,dense,1.1040421000070637
32,32,0.0007,7.0,10000.0,wl_buffer_full,full,0.00043292673074763377,0.00043292673074763377,0.19327086194090798,0.19327086194090798,dense,0.48841939998965245
32,32,0.0007,7.0,10000.0,bl_star,full,0.0004544027683401186,0.0006156345055150342,0.2748368328192118,0.18619965319298928,dense,0.1731022000021767
32,32,0.0007,7.0,10000.0,combined_full,full,2.5486182082529955e-05,2.5486182082529955e-05,0.011377759858272305,0.011377759858272305,dense,0.5067525999911595
32,32,0.001,10.0,10000.0,baseline,none,0.0008942729601821027,0.0010430813009706733,0.4656612950761935,0.3938451552572562,dense,0.16772939999646042
32,32,0.001,10.0,10000.0,wl_partial_2,partial,0.0005643540711474226,0.0005649925595444282,0.25222882122519125,0.25194362033819084,dense,0.3042672000010498
32,32,0.001,10.0,10000.0,wl_partial_4,partial,0.0005681804050235332,0.000571356240794085,0.2550697503545023,0.2536486210727267,dense,0.22217310000269208
32,32,0.001,10.0,10000.0,wl_full_nonideal_lo,partial,0.000563966574126505,0.0005639705689916561,0.2517725754427037,0.25177079182490836,dense,1.0444300000090152
32,32,0.001,10.0,10000.0,wl_full_nonideal_hi,partial,0.0005649728554075034,0.0005649928085319081,0.2522289323803162,0.2522200198539871,dense,1.1031348000105936
32,32,0.001,10.0,10000.0,wl_buffer_full,full,0.0005637148595706656,0.0005637148595706656,0.25165841945119005,0.25165841945119005,dense,0.6527915000042412
32,32,0.001,10.0,10000.0,bl_star,full,0.0005918735839331662,0.0007985895010406223,0.3565131701074208,0.2430173021503103,dense,0.18873490000260063
32,32,0.001,10.0,10000.0,combined_full,full,3.6178221013459695e-05,3.6178221013459695e-05,0.01615099152386594,0.01615099152386594,dense,0.6295916999952169
64,64,0.0001,1.0,10000.0,baseline,none,0.0009611393963391957,0.0011477245715922828,0.256188520444706,0.21056023506711952,sparse,0.38577779999468476
64,64,0.0001,1.0,10000.0,wl_partial_2,partial,0.0005370765019516096,0.0005372505845147339,0.11992200547203885,0.11988314145753959,sparse,0.29023339999548625
64,64,0.0001,1.0,10000.0,wl_partial_4,partial,0.0005381212975259953,0.0005389909209572302,0.12031047342795322,0.12011622911877101,sparse,0.2237753000081284
64,64,0.0001,1.0,10000.0,wl_full_nonideal_lo,partial,0.0005369714683901764,0.0005369720125076105,0.11985982422044882,0.11985970276178742,sparse,0.33565620001172647
64,64,0.0001,1.0,10000.0,wl_full_nonideal_hi,partial,0.0005372478721849752,0.0005372505922320485,0.11992200719465372,0.1199213999444281,sparse,0.31828110000060406
